"8			",,,,
0,0,1,3,0
-38,-7.8,1,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
1,3,15,,
2,4,41.5,,
2,5,40.1,,
2,6,39.3,,
3,4,50,,
3,6,61.5,,
4,5,55.8,,
5,7,39.4,,
6,7,36.7,,
6,8,49,,
7,8,65.7,,
